,ID,RFID,SEX,Pair,Site,Category
J2245,J2245,,,,,5
J2246,J2246,,,,,5
J2247,J2247,,,,,5
J2248,J2248,,,,,5
J2249,J2249,,,,,5
J225,J225,011017406F,M,,,5
J2250,J2250,,,,,5
J2251,J2251,,,,,5
J2252,J2252,,,,,5
J2253,J2253,,,,,5
J2254,J2254,,,,,5
J2255,J2255,0110170D5B,M,,,5
J2256,J2256,011016B2EF,M,,,5
J2257,J2257,,,,,5
J2258,J2258,0110173B1E,M,,,5
J2259,J2259,,,,,5
J226,J226,010C10F4E0,M,,,5
J2260,J2260,011016FE36,M,,,5
J2261,J2261,,,,,5
J2262,J2262,011016E943,F,,,5
J2263,J2263,011017225A,M,,,5
J2264,J2264,,,,,5
J2265,J2265,,,,,5
J2266,J2266,,,,,5
J2267,J2267,110170079,M,,,5
J2268,J2268,,,,,5
J2269,J2269,,,,,5
J227,J227,0110174B07,M,,,5
J2270,J2270,,,,,5
J2271,J2271,,,,,5
J2272,J2272,,,,,5
J2273,J2273,,,,,5
J2274,J2274,,,,,5
J2275,J2275,,,,,5
J2276,J2276,,,,,5
J2277,J2277,,,,,5
J2278,J2278,,,,,5
J2279,J2279,,,,,5
J228,J228,,M,,,5
J2280,J2280,0110172F43,M,,,5
J2281,J2281,,,,,5
J2282,J2282,,,,,5
J2283,J2283,,,,,5
J2284,J2284,,,,,5
J2285,J2285,,,,,5
J2286,J2286,011017365B,F,,,5
J2287,J2287,,,,,5
J2288,J2288,,,,,5
J2289,J2289,,,,,5
J229,J229,011017167E,M,,,5
J2290,J2290,,,,,5
J2291,J2291,,,,,5
J2292,J2292,,,,,5
J2293,J2293,,,,,5
J2294,J2294,,,,,5
J2295,J2295,,,,,5
J2296,J2296,0110170EA8,,,,5
J2297,J2297,,,,,5
J2298,J2298,0110170B54,M,,,5
J2299,J2299,,,,,5
J230,J230,110171572,M,,,5
J2300,J2300,,,,,5
J2301,J2301,,,,,5
J2302,J2302,,,,,5
J2303,J2303,,,,,5
J2304,J2304,,,,,5
J2305,J2305,,,,,5
J2306,J2306,,,,,5
J2307,J2307,,,,,5
J2308,J2308,,,,,5
J2309,J2309,0110172A47,M,,,5
J231,J231,010C113BA2,M,,,5
J2310,J2310,,,,,5
J2311,J2311,,,,,5
J2312,J2312,,,,,5
J2313,J2313,,,,,5
J2314,J2314,,,,,5
J2315,J2315,,,,,5
J2316,J2316,,,,,5
J2317,J2317,110174917,F,,,5
J2318,J2318,,,,,5
J2319,J2319,,,,,5
J232,J232,,M,,,5
J2320,J2320,,,,,5
J2321,J2321,,,,,5
J2322,J2322,011016ED7B,M,,,5
J2323,J2323,,,,,5
J2324,J2324,0110170DDB,F,,,5
J2325,J2325,,,,,5
J2326,J2326,,,,,5
J2327,J2327,,,,,5
J2328,J2328,,,,,5
J2329,J2329,,,,,5
J233,J233,,M,,,5
J2330,J2330,01101745CC,F,,,5
J2332,J2332,,,,,5
J2333,J2333,,,,,5
J2334,J2334,,,,,5
J2335,J2335,,,,,5
J2336,J2336,,,,,5
J2337,J2337,,,,,5
J2338,J2338,,,,,5
J2339,J2339,,,,,5
J234,J234,,M,,,5
J2340,J2340,,,,,5
J2341,J2341,,,,,5
J2342,J2342,,,,,5
J2343,J2343,,,,,5
J2344,J2344,,,,,5
J2345,J2345,110174802,F,,,5
J2346,J2346,,,,,5
J2347,J2347,01101721B8,M,,,5
J2348,J2348,,,,,5
J2349,J2349,,,,,5
J235,J235,,M,,,5
J2350,J2350,,,,,5
J2351,J2351,,,,,5
J2352,J2352,,,,,5
J2353,J2353,011017042F,F,,,5
J2354,J2354,,,,,5
J2355,J2355,,,,,5
J2356,J2356,,,,,5
J2357,J2357,011016FC0F,M,,,5
J2358,J2358,,,,,5
J236,J236,,M,,,5
J2360,J2360,,,,,5
J2361,J2361,,,,,5
J2362,J2362,,,,,5
J2363,J2363,,,,,5
J2364,J2364,011016F898,F,,,5
J2365,J2365,,,,,5
J2367,J2367,011017007D,M,,,5
J2368,J2368,,,,,5
J2369,J2369,,,,,5
J237,J237,,M,,,5
J2370,J2370,,,,,5
J2371,J2371,110170985,F,,,5
J2372,J2372,,F,,,5
J2373,J2373,010C11A074,F,,,5
J2374,J2374,0110171F82,F,,,5
J2376,J2376,01101707A1,F,,,5
J2378,J2378,0110174A26,M,,,5
J2379,J2379,01101710B0,F,,,5
J238,J238,,M,,,5
J2380,J2380,0110170D44,F,,,5
J2381,J2381,110171583,M,,,5
J2382,J2382,0110172CA6,M,,,5
J2383B,J2383B,011017476F,F,,,5
J2384,J2384,011017030B,F,,,5
J2385A,J2385A,01101724A1,M,,,5
J2385B,J2385B,,M,,,5
J2386,J2386,01101746F6,F,,,5
J2387,J2387,01101735A1,M,,,5
J2388,J2388,,F,,,5
J2389,J2389,,F,,,5
J239,J239,010C10E540,M,,,5
J2393,J2393,011017054C,F,,,5
J2397,J2397,011017366A,F,,,5
J2398,J2398,01101711FA,F,,,5
J2399,J2399,011017498E,M,,,5
J24,J24,010C10CDF9,F,,,5
J240,J240,010C11A87C,M,,,5
J2401,J2401,110174056,M,,,5
J2404,J2404,0110174A1F,F,,,5
J2405,J2405,01101732DE,M,,,5
J2406,J2406,011017249C,M,,,5
J2407,J2407,0110172F42,M,,,5
J2408,J2408,01101733DA,M,,,5
J241,J241,110174778,F,,,5
J2410,J2410,011017031A,F,,,5
J2411,J2411,0110174B88,F,,,5
J2412,J2412,0110170A18,,,,5
J2413,J2413,011017358F,,,,5
J2414,J2414,011017310B,,,,5
J2416,J2416,0110172B3C,F,,,5
J2417,J2417,011017028B,,,,5
J2418,J2418,0110171A60,,,,5
J2419,J2419,01103F856F,,,,5
J242,J242,,F,,,5
J2420,J2420,0110171B3B,,,,5
J2421,J2421,110173398,,,,5
J2422,J2422,110171003,,,,5
J2423,J2423,110173166,,,,5
J2424,J2424,01101737C1,,,,5
J2425,J2425,011016DD74,,,,5
J2426,J2426,011017163A,,,,5
J2427,J2427,110174785,,,,5
J2428,J2428,01101711FE,,,,5
J2429,J2429,110171206,,,,5
J2430,J2430,011017140D,,,,5
J2431,J2431,0110172B02,,,,5
J2432,J2432,0110171D55,,,,5
J2433,J2433,0110172DDC,,,,5
J2435,J2435,0110173C8A,,,,5
J2436,J2436,011017424A,,,,5
J2437,J2437,011017371C,,,,5
J2438,J2438,110171790,,,,5
J2439,J2439,110171909,,,,5
J244,J244,,F,,,5
J2440,J2440,0110170D45,F,,,5
J2441,J2441,110173179,F,,,5
J2442,J2442,01101708EB,F,,,5
J2443,J2443,01101720F9,F,,,5
J2444,J2444,01103F808A,,,,5
J2445,J2445,110174530,,,,5
J2446,J2446,110174919,,,,5
J2447,J2447,0700EDBA37,,,,5
J2448,J2448,0110173A20,,,,5
J2449,J2449,0110172BAB,,,,5
J245,J245,,F,,,5
J2450,J2450,011016FCB9,,,,5
J2451,J2451,110172832,,,,5
J2452,J2452,0110172DC0,,,,5
J2453,J2453,1.1E+97,,,,5
J2454,J2454,01101710A8,,,,5
J2455,J2455,011016E8AB,,,,5
J2456,J2456,01101740FF,,,,5
J2457,J2457,011017136A,,,,5
J2458,J2458,011016CD89,F,,,5
J2459,J2459,0110171A7F,,,,5
J246,J246,,F,,,5
J2461,J2461,1.1E+14,,,,5
J2462,J2462,0110173BC0,,,,5
J2463,J2463,01101741A4,,,,5
J2464,J2464,0110170CB0,,,,5
J2465,J2465,0110173FB5,,,,5
J2466,J2466,110170975,,,,5
J2467,J2467,01101708DA,,,,5
J2468,J2468,01101725F8,,,,5
J2469,J2469,01101719C2,,,,5
J247,J247,,F,,,5
J2470,J2470,011017097F,,,,5
J2471,J2471,110174109,,,,5
J2472,J2472,011016D1BA,,,,5
J2473,J2473,011016C2AF,,,,5
J2474,J2474,011017028A,,,,5
J2475,J2475,011016AAB9,,,,5
J2476,J2476,110171097,,,,5
J2477,J2477,011016FF86,,,,5
J2478,J2478,,,,,5
J2479,J2479,011016D81E,,,,5
J248,J248,,F,,,5
J2480,J2480,110172042,,,,5
J2481,J2481,01103F5C17,F,,,5
J2482,J2482,01101730AA,,,,5
J2483,J2483,0110177A83,,,,5
J2484,J2484,110174412,F,,,5
J2485,J2485,110174533,F,,,5
J2486,J2486,01103F65A4,M,,,5
J2487,J2487,110174782,,,,5
J2488,J2488,0110170F59,,,,5
J2489,J2489,01101710AD,,,,5
J249,J249,,F,,,5
J2490,J2490,1.1E+90,,,,5
J2491,J2491,01101710AC,,,,5
J2492,J2492,011017227D,,,,5
J2493,J2493,01101739C7,,,,5
J2494,J2494,0110172AF8,F,,,5
J2495,J2495,110171853,,,,5
J2496,J2496,110173449,,,,5
J2497,J2497,011017114B,F,,,5
J2498,J2498,01101734F1,,,,5
J2499,J2499,011017406D,,,,5
J25,J25,010C10A355,M,,,5
J2500,J2500,0110173F20,,,,5
J2501,J2501,0110174A13,,,,5
J2502,J2502,0110171CAB,F,,,5
J2503,J2503,110170285,,,,5
J2504,J2504,011017298A,,,,5
J2505,J2505,01101708DC,,,,5
J2506,J2506,01101747FB,,,,5
J2507,J2507,011016FF96,,,,5
J2508,J2508,110174387,,,,5
J2509,J2509,0110173E6C,,,,5
J2510,J2510,0110170AB3,,,,5
J2511,J2511,011017406E,,,,5
J2512,J2512,0110172E8F,,,,5
J2513,J2513,0110171C99,,,,5
J2514,J2514,01101742DF,,,,5
J2515,J2515,011016AEFF,,,,5
J2516,J2516,110170309,,,,5
J2517,J2517,110174525,,,,5
J2518,J2518,110172491,,,,5
J2519,J2519,110000000,,,,5
J252,J252,,F,,,5
J2520,J2520,0110173D2B,,,,5
J2521,J2521,0110170A15,,,,5
J2522,J2522,110173504,F,,,5
J2523,J2523,011017255A,,,,5
J2524,J2524,011016CBAE,,,,5
J2525,J2525,110174242,F,,,5
J2526,J2526,0110172F4B,F,,,5
J2527,J2527,01101732D5,F,,,5
J2528,J2528,011016EFC7,,,,5
J2529,J2529,01101740F7,,,,5
J253,J253,,F,,,5
J2530,J2530,011017386F,,,,5
J2531,J2531,011017406B,,,,5
J2532,J2532,01101719CA,,,,5
J2533,J2533,0110171A70,,,,5
J2534,J2534,0110171D4C,,,,5
J2535,J2535,110174416,,,,5
J2536,J2536,0110171ECA,,,,5
J2537,J2537,01101706FE,,,,5
J2539,J2539,011016BA29,,,,5
J254,J254,010C10FE01,F,,,5
J2540,J2540,01101711F7,,,,5
J2541,J2541,110174809,,,,5
J2542,J2542,01103F7293,F,,,5
J2543,J2543,011017276B,,,,5
J2544,J2544,01103F749B,M,,,5
J2545,J2545,110174007,,,,5
J2546,J2546,0110171D62,,,,5
J2547,J2547,0110173E5E,,,,5
J2548,J2548,011017440A,,,,5
J2549,J2549,0110173BE1,,,,5
J255,J255,010C11B7A4,F,,,5
J2550,J2550,01101734DF,,,,5
J2551,J2551,110174065,,,,5
J2552,J2552,01101737B7,,,,5
J2553,J2553,0110170F45,,,,5
J2554,J2554,0110170BFD,,,,5
J2555,J2555,0110174A8E,F,,,5
J2556,J2556,110170007,,,,5
J2557,J2557,1.1E+12,,,,5
J2558,J2558,110171898,,,,5
J2559,J2559,110170014,,,,5
J256,J256,010C11C053,M,,,5
J2560,J2560,01101707A0,,,,5
J2561,J2561,0110173EBD,,,,5
J2562,J2562,01101734F0,F,,,5
J2563,J2563,011017460C,,,,5
J2564,J2564,011017027A,,,,5
J2565,J2565,0110171ED8,,,,5
J2566,J2566,0110173F18,,,,5
J2567,J2567,110173657,,,,5
J2568,J2568,0110170B5F,,,,5
J2569,J2569,0110172F47,,,,5
J2570,J2570,0110171A6A,,,,5
J2571,J2571,011017185A,,,,5
J2572,J2572,01103F7E9D,,,,5
J2574,J2574,011017375A,F,,,5
J2575,J2575,110000000,F,,,5
J2576,J2576,0110174BFE,M,,,5
J2577,J2577,,,,,5
J2578,J2578,011016E391,M,,,5
J2579,J2579,0110174FC2,,,,5
J2580,J2580,011017353A,M,,,5
J2581,J2581,01103F39F3,F,,,5
J2582,J2582,,,,,5
J2583,J2583,01101725CF,,,,5
J2584,J2584,1.1E+27,,,,5
J2585,J2585,01101703DF,,,,5
J2586,J2586,,,,,5
J2587,J2587,011016FD46,,,,5
J2588,J2588,,,,,5
J2589,J2589,011016FF31,,,,5
J259,J259,010C113768,F,,,5
J2591,J2591,1.1E+24,,,,5
J2592A,J2592A,0110170B07,,,,5
J2592B,J2592B,011016CCFE,,,,5
J2593,J2593,0110173D6C,M,,,5
J2594,J2594,,,,,5
J2595,J2595,110172088,,,,5
J2596,J2596,011016FE0A,,,,5
J2597,J2597,01101725A3,,,,5
J2598,J2598,,,,,5
J2599,J2599,0110173B69,,,,5
J26,J26,010C11AF26,F,,,5
J260,J260,010C10ED70,M,,,5
J2600,J2600,,,,,5
J2601,J2601,110171512,,,,5
J2602,J2602,011016FFDB,M,,,5
J2603,J2603,0110174C32,,,,5
J2604,J2604,110173045,M,,,5
J2605,J2605,,,,,5
J2606,J2606,,,,,5
J2607,J2607,,,,,5
J2608,J2608,011017400F,F,,,5
J2609,J2609,110171457,F,,,5
J261,J261,010C1128A4,M,,,5
J2610,J2610,,,,,5
J2611,J2611,,,,,5
J2612,J2612,0700EDA529,F,,,5
J2613,J2613,01103F8C5C,,,,5
J2614,J2614,0110173ADO,,,,5
J2615,J2615,,,,,5
J2616,J2616,011017FCA,,,,5
J2617,J2617,1.1E+25,,,,5
J2618,J2618,,,,,5
J2619,J2619,0110174BC7,,,,5
J262,J262,011016EE89,F,,,5
J2620,J2620,,,,,5
J2622,J2622,011017092B,,,,5
J2624,J2624,011016FA50,,,,5
J2625,J2625,,,,,5
J2626,J2626,011016FF55,,,,5
J2628,J2628,,,,,5
J2629,J2629,,,,,5
J263,J263,010C114960,M,,,5
J2630,J2630,,,,,5
J2631,J2631,01101701DB,,,,5
J2632,J2632,0110174F6F,F,,,5
J2633,J2633,011017220B,,,,5
J2634,J2634,0110171F0D,,,,5
J2635,J2635,0110173ACD,,,,5
J2636,J2636,011016FFD5,,,,5
J2637,J2637,,,,,5
J2638,J2638,110170616,,,,5
J2639,J2639,,,,,5
J264,J264,010C1108EA,F,,,5
J2640,J2640,011017292B,M,,,5
J2641,J2641,0110170AFA,F,,,5
J2642,J2642,,,,,5
J2643,J2643,,,,,5
J2644,J2644,110170809,,,,5
J2645,J2645,011016DF68,,,,5
J2646,J2646,011016FC77,,,,5
J2647,J2647,,,,,5
J2648,J2648,0700EDAEE6,,,,5
J2649,J2649,,,,,5
J2650,J2650,110172099,,,,5
J2652A,J2652A,0700EDBD93,,,,5
J2652B,J2652B,01103F5D28,,,,5
J2653,J2653,0110172CA0,,,,5
J2654,J2654,,,,,5
J2655,J2655,,,,,5
J2656,J2656,,,,,5
J2657,J2657,,,,,5
J2658,J2658,,,,,5
J2659,J2659,0110172CA5,,,,5
J266,J266,110171005,M,,,5
J2660,J2660,,,,,5
J2661,J2661,0110173AD1,,,,5
J2662,J2662,110170752,,,,5
J2663,J2663,011016FF69,,,,5
J2664,J2664,01103F62A2,,,,5
J2665,J2665,,M,,,5
J2666,J2666,011016BEB5,,,,5
J2667,J2667,01103F5B63,F,,,5
J2668,J2668,011016C0C8,,,,5
J2669,J2669,0110173B79,,,,5
J2670,J2670,,,,,5
J2671,J2671,,,,,5
J2672,J2672,0110171CF6,F,,,5
J2673,J2673,,,,,5
J2674,J2674,0110174EB5,,,,5
J2675,J2675,,,,,5
J2676,J2676,,,,,5
J2677,J2677,011017353D,,,,5
J2678,J2678,,,,,5
J2679,J2679,,,,,5
J268,J268,010C10FC64,F,,,5
J2680,J2680,011017259E,,,,5
J2681,J2681,,,,,5
J2682,J2682,,,,,5
J2683,J2683,,,,,5
J2684,J2684,,,,,5
J2685,J2685,1.1E+31,,,,5
J2686,J2686,,,,,5
J2687,J2687,,F,,,5
J2688,J2688,110171726,,,,5
J2689,J2689,,,,,5
J269,J269,010C1179AC,M,,,5
J2690,J2690,,,,,5
J2691,J2691,011016DCCA,,,,5
J2692,J2692,,,,,5
J2693,J2693,01101736A2,,,,5
J2694,J2694,,,,,5
J2695,J2695,,,,,5
J2696,J2696,,,,,5
J2697,J2697,,,,,5
J2698,J2698,,,,,5
J2699,J2699,0110173EIA,,,,5
J27,J27,010C1122D5,F,,,5
J270,J270,0110171BE6,M,,,5
J2700,J2700,110171301,M,,,5
J2701,J2701,110173334,F,,,5
J2702,J2702,,,,,5
J2703,J2703,,,,,5
J2704,J2704,110171047,,,,5
J2705,J2705,,,,,5
J2706,J2706,0700EDC663,,,,5
J2707,J2707,,,,,5
J2708,J2708,011013F656F,F,,,5
J2709,J2709,,,,,5
J271,J271,010C10D28E,M,,,5
J2710,J2710,110172596,F,,,5
J2711,J2711,011016FC32,,,,5
J2712,J2712,,,,,5
J2713,J2713,011016FBA0,,,,5
J2714,J2714,,,,,5
J2715,J2715,011016C18F,F,,,5
J2716,J2716,01101746A0,,,,5
J2717,J2717,,,,,5
J2718,J2718,01103F82ED,,,,5
J2719,J2719,110172652,F,,,5
J272,J272,010C116183,M,,,5
J2720,J2720,0110173F5D,,,,5
J2721,J2721,,,,,5
J2722,J2722,,,,,5
J2723,J2723,,,,,5
J2724,J2724,,,,,5
J2725,J2725,,,,,5
J2726,J2726,,,,,5
J2728,J2728,011016D4E0,,,,5
J2729,J2729,,,,,5
J273,J273,011016E4BE,M,,,5
J2730,J2730,01101713AE,,,,5
J2731,J2731,,,,,5
J2732,J2732,011016FDBD,,,,5
J2733,J2733,,,,,5
J2734,J2734,,,,,5
J2735,J2735,011017465A5,,,,5
J2736,J2736,01103F8FDA,F,,,5
J2737,J2737,011016FAEB,,,,5
J2738,J2738,,,,,5
J2739,J2739,110174280,,,,5
J274,J274,010C117C01,M,,,5
J2741,J2741,,,,,5
J2742,J2742,,,,,5
J2743,J2743,0110174FC5,,,,5
J2744,J2744,,,,,5
J2745,J2745,,,,,5
J2746,J2746,,F,,,5
J2747,J2747,01103F693D,,,,5
J2748,J2748,,,,,5
J2749,J2749,,,,,5
J275,J275,010C11B048,F,,,5
J2750,J2750,,,,,5
J2751,J2751,110171253,F,,,5
J2752,J2752,01103F901F,,,,5
J2753,J2753,011016FD6E,M,,,5
J2754,J2754,,,,,5
J2755,J2755,,,,,5
J2756,J2756,,,,,5
J2757,J2757,,,,,5
J2758,J2758,1.1E+62,,,,5
J2759,J2759,0110173CEF,F,,,5
J276,J276,011017380B,M,,,5
J2760,J2760,,,,,5
J2761,J2761,,,,,5
J2762,J2762,01101715D3,,,,5
J2763,J2763,0700EDBDD5,,,,5
J2764,J2764,0110171F10,,,,5
J2765,J2765,,,,,5
J2766,J2766,,,,,5
J2767,J2767,,,,,5
J2768,J2768,,,,,5
J2769,J2769,,,,,5
J277,J277,01101742D4,M,,,5
J2770,J2770,0110173EC5,,,,5
J2771,J2771,01101744EF,,,,5
J2772,J2772,,,,,5
J2773,J2773,,,,,5
J2774,J2774,,,,,5
J2775,J2775,,,,,5
J2776,J2776,01103F6ECE,,,,5
J2777,J2777,,,,,5
J2778,J2778,011016FD71,,,,5
J2779,J2779,,,,,5
J278,J278,010C10F265,F,,,5
J2780,J2780,1100000,,,,5
J2781,J2781,011017460E,,,,5
J2783,J2783,0110173A22,M,,,5
J2784,J2784,011017327B,M,,,5
J2785,J2785,011017264C,M,,,5
J2786,J2786,110172375,,,,5
J2787,J2787,01101750BA,M,,,5
J2788,J2788,,,,,5
J2789,J2789,01101712EC,M,,,5
J279,J279,010C111429,M,,,5
J2790,J2790,0110174D86,M,,,5
J2791,J2791,,,,,5
J2792,J2792,0110173D7C,,,,5
J2793,J2793,,,,,5
J2794,J2794,,,,,5
J2795,J2795,,,,,5
J2796,J2796,11000000,,,,5
J2797,J2797,,,,,5
J2798,J2798,,,,,5
J2799,J2799,,,,,5
J28,J28,,,,,5
J280,J280,010C113001,F,,,5
J2800,J2800,0110173C1A,,,,5
J2802,J2802,,,,,5
J2803,J2803,11000000000,,,,5
J2805,J2805,,,,,5
J2806,J2806,,,,,5
J2807,J2807,,,,,5
J2808,J2808,,,,,5
J2809,J2809,0110170D94,,,,5
J281,J281,010C114357,M,,,5
J2810,J2810,0110170D9C,,,,5
J2811,J2811,,,,,5
J2812,J2812,,,,,5
J2813,J2813,110170625,,,,5
J2814,J2814,,,,,5
J2815,J2815,,,,,5
J2816,J2816,0110172ED2,,,,5
J2817,J2817,,,,,5
J2818,J2818,01101733D7,M,,,5
J2819,J2819,0110170AFF,,,,5
J282,J282,010C1194F3,M,,,5
J2820,J2820,011016F202,,,,5
J2821,J2821,,,,,5
J2822,J2822,,,,,5
J2823,J2823,,,,,5
J2824,J2824,,,,,5
J2825,J2825,,,,,5
J2826,J2826,110173107,,,,5
J2827,J2827,011016FAE3,,,,5
J2828,J2828,,,,,5
J2829,J2829,,,,,5
J283,J283,01101703DD,M,,,5
J2830,J2830,0110174DD7,,,,5
J2831,J2831,01103F7773,,,,5
J2832,J2832,,,,,5
J2833,J2833,,,,,5
J2834,J2834,,,,,5
J2835,J2835,110171509,,,,5
J2836,J2836,,,,,5
J2837,J2837,,,,,5
J2838,J2838,011016FE63,,,,5
J284,J284,010C1152AD,M,,,5
J2840,J2840,,,,,5
J2841,J2841,,,,,5
J2842,J2842,,,,,5
J2843,J2843,,,,,5
J2844,J2844,,,,,5
J2845,J2845,,,,,5
J2846,J2846,1100000,,,,5
J2847,J2847,,,,,5
J2848,J2848,110174151,,,,5
J2849,J2849,,,,,5
J285,J285,010C1105A8,M,,,5
J2850,J2850,,,,,5
J2851,J2851,,,,,5
J2852,J2852,,,,,5
J2853,J2853,,,,,5
J2854,J2854,,,,,5
J2855,J2855,,,,,5
J2856,J2856,,,,,5
J2857,J2857,,,,,5
J2858,J2858,,,,,5
J2859,J2859,,,,,5
J286,J286,010C110CE4,M,,,5
J2860,J2860,,,,,5
J2861,J2861,01103F39CF,,,,5
J2862,J2862,01103F8FA1,,,,5
J2864,J2864,,,,,5
J2865,J2865,,,,,5
J2867,J2867,01103F6CIF,M,,,5
J2868,J2868,,,,,5
J2869,J2869,,,,,5
J287,J287,010C111907,M,,,5
J2870,J2870,,,,,5
J2871,J2871,,,,,5
J2872,J2872,,,,,5
J2873,J2873,,,,,5
J2874,J2874,,,,,5
J2875,J2875,,,,,5
J2876,J2876,,,,,5
J2877,J2877,,,,,5
J2878,J2878,,,,,5
J2879,J2879,,,,,5
J288,J288,0110174A93,F,,,5
J2880,J2880,,,,,5
"J2880
J2880","J2880
J2880",,,,,5
J2881,J2881,,,,,5
J2882,J2882,,,,,5
J2883,J2883,,,,,5
J2884,J2884,,,,,5
J2885,J2885,,,,,5
J2886,J2886,,,,,5
J2887,J2887,011017214E,M,,,5
J2888,J2888,,,,,5
J2889,J2889,,,,,5
J2890,J2890,,,,,5
J2891,J2891,,,,,5
J2892,J2892,,,,,5
J2893,J2893,,,,,5
J2894,J2894,,,,,5
J2895,J2895,,,,,5
J2896,J2896,,,,,5
J2897,J2897,,,,,5
J2898,J2898,,,,,5
J2899,J2899,,,,,5
J29,J29,010C11944D,M,,,5
J2901,J2901,,,,,5
J2902,J2902,,,,,5
J2903,J2903,,,,,5
J2904,J2904,,,,,5
J2905,J2905,,,,,5
J2906,J2906,,,,,5
J2907,J2907,,,,,5
J2908,J2908,,,,,5
J2909,J2909,,,,,5
J291,J291,010C11B04D,F,,,5
J2910,J2910,,,,,5
J2911,J2911,,,,,5
J2912,J2912,,,,,5
J2913,J2913,,,,,5
J2914,J2914,,,,,5
J2915,J2915,,,,,5
J2916,J2916,,,,,5
J2917,J2917,,,,,5
J2918,J2918,,,,,5
J2919,J2919,0110172CA2,,,,5
J292,J292,010C11BD97,M,,,5
J2922,J2922,,,,,5
J2923,J2923,01101707EC,,,,5
J2924,J2924,110174953,,,,5
J2925,J2925,,,,,5
J2926,J2926,,,,,5
J2927,J2927,,,,,5
J2928,J2928,,,,,5
J2929,J2929,,,,,5
J293,J293,010C10CBBF,M,,,5
J2930,J2930,01101709BC,,,,5
J2933,J2933,,,,,5
J2934,J2934,,,,,5
J2935,J2935,011017495B,F,,,5
J2936,J2936,011016FB70,,,,5
J2937,J2937,110173137,,,,5
J2939,J2939,,,,,5
J294,J294,0110174B1E,F,,,5
J2940,J2940,01101741DC,F,,,5
J2944,J2944,0110174DF5,,,,5
J2945,J2945,UNM6.X31.13,,,,5
J2946,J2946,011016FC35,,,,5
J2947,J2947,0110174D34,,,,5
J2948B,J2948B,,,,,5
J2949,J2949,011016F273,F,,,5
J2950,J2950,110174623,F,,,5
J2953,J2953,1.1E+14,,,,5
J2954,J2954,011017139D,,,,5
J2955,J2955,110173544,,,,5
J2956,J2956,0110173EBC,,,,5
J2957,J2957,110172201,,,,5
J2958,J2958,011017304D,,,,5
J2959,J2959,01101716AC,,,,5
J296,J296,010C11A4D4,F,,,5
J2961,J2961,011016C014,,,,5
J2962,J2962,011016FF64,,,,5
J2963,J2963,01101722AF,,,,5
J2964,J2964,011016FC73,F,,,5
J2967,J2967,110172158,,,,5
J2968,J2968,110174583,,,,5
J2969,J2969,1.1E+15,,,,5
J297,J297,010C117BFC,M,,,5
J2970,J2970,0110170A83,,,,5
J2971,J2971,0110170A62,,,,5
J2972,J2972,0110172C06,,,,5
J2973,J2973,0110172ED9,,,,5
J2974,J2974,110170757,,,,5
J2975,J2975,,,,,5
J2976,J2976,011017173A,,,,5
J2977,J2977,1.1E+16,,,,5
J2978,J2978,110170754,M,,,5
J2979,J2979,01101715CF,F,,,5
J298,J298,011016AC9C,M,,,5
J2982,J2982,0110170B04,F,,,5
J2983,J2983,01101704F6,,,,5
J2984,J2984,0110173AC9,,,,5
J2985,J2985,01101710ED,,,,5
J2986,J2986,011016CE87,,,,5
J2987,J2987,0700ED9C96,,,,5
J2988,J2988,011016B9BF,,,,5
J2989,J2989,0700EDB358,,,,5
J299,J299,010C116265,M,,,5
J2990,J2990,011016FF62,,,,5
J2991,J2991,01103F7B56,,,,5
J2992,J2992,0700ED875D,F,,,5
J2993,J2993,01101729D7,,,,5
J2994,J2994,01103F55FF,F,,,5
J2995,J2995,0700EE30FD,F,,,5
J2996,J2996,01103F64B5,,,,5
J2997,J2997,01103F6712,,,,5
J2998,J2998,011016D6E4,,,,5
J2999,J2999,01103F6535,F,,,5
J30,J30,,M,,,5
J300,J300,0110173DDC,M,,,5
J3000,J3000,011016BB1C,,,,5
J3001,J3001,01103F7295,,,,5
J3002,J3002,011016C6A0,,,,5
J3003,J3003,011016C746,,,,5
J3004,J3004,01103F8FEC,,,,5
J3005,J3005,01103F857B,F,,,5
J3006,J3006,01103F8B27,,,,5
J3007,J3007,01103F89A1,,,,5
J3008,J3008,01103F6F89,,,,5
J3009,J3009,011016ADB5,,,,5
J301,J301,010C111C15,M,,,5
J3010,J3010,011016C015,,,,5
J3011,J3011,01103F8A9E,,,,5
J3012,J3012,01103F8FF3,,,,5
J3013,J3013,011016DCB3,,,,5
J3014,J3014,011016BF6B,,,,5
J3015,J3015,01103F6CA2,,,,5
J3016,J3016,01103F3AB2,,,,5
J3017,J3017,011016E44F,,,,5
J3018,J3018,01103F7F39,,,,5
J3019,J3019,01103F7338,,,,5
J302,J302,01101718FF,M,,,5
J3020,J3020,01103F799D,,,,5
J3021,J3021,011016DCC2,,,,5
J3022,J3022,011016D412,,,,5
J3023,J3023,01103F5BAD,,,,5
J3024,J3024,01103F8EB3,,,,5
J3025,J3025,011016C00D,,,,5
J3026,J3026,011016B463,F,,,5
J3027,J3027,011016CFCD,F,,,5
J3028,J3028,01103F4D19,,,,5
J3029,J3029,011016BEBB,,,,5
J303,J303,010C10CA3F,F,,,5
J3030,J3030,011016CAE0,,,,5
J3031,J3031,011016B86F,,,,5
J3032,J3032,01103F6543,,,,5
J3033,J3033,011016CBB7,,,,5
